,School Name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Grad.Rate,Expend
249,Agnes Scott College,Yes,417,349,137,60,89,510,63,12960,5450,450,875,92,97,7.7,37,59,19016
250,University of Dubuque,Yes,576,558,137,11,39,662,131,10430,3620,400,1500,85,98,16.5,18,45,8767
251,Belmont University,Yes,1220,974,481,28,67,1964,623,7800,3664,650,900,61,61,11.1,19,49,7614
252,Stetson University,Yes,1557,1227,489,37,69,1964,81,12315,4565,600,1365,85,90,12.5,24,73,10307
253,Pacific Lutheran University,Yes,1603,1392,504,31,68,2580,302,13312,4488,600,1516,78,78,11,23,83,9431
254,Juniata College,Yes,1005,859,298,36,55,1075,43,14850,4460,450,420,97,97,12.7,37,80,12067
255,Valley City State University,No,368,344,212,5,27,863,189,4286,2570,600,2000,39,41,14.9,25,40,4958
256,Mankato State University,No,3073,2672,1547,9,29,9649,1792,4300,2643,450,1660,57,68,19,11,68,5801
257,Point Loma Nazarene College,Yes,809,687,428,20,43,1889,217,10178,4190,800,750,71,71,16.1,19,54,7895
258,College of Wooster,Yes,2100,1883,553,29,65,1704,1,16240,4690,500,500,84,96,11.1,43,69,14140
259,Salem-Teikyo University,Yes,489,384,120,23,52,700,45,10575,3952,400,620,46,24,13,9,98,8946
260,Southwest Baptist University,Yes,1093,1093,642,12,32,1770,967,7070,2500,400,1000,52,54,15.9,13,71,4718
261,Phillips University,Yes,692,576,174,19,50,597,83,10500,3860,600,940,58,64,11.6,19,39,8990
262,Pennsylvania State Univ. Main Campus,No,19315,10344,3450,48,93,28938,2025,10645,4060,512,2394,77,96,18.1,19,63,8992
263,Lyndon State College,No,535,502,223,6,20,959,150,7320,4640,500,600,48,65,12.6,15,51,7114
264,Whitworth College,Yes,1121,926,372,43,70,1270,160,12660,4500,678,2424,80,80,16.9,20,80,8328
265,Baker University,Yes,602,483,206,21,47,958,466,8620,4100,400,2250,58,68,11,21,65,6136
266,Dordt College,Yes,604,562,328,25,50,1048,56,9800,2650,450,2800,61,60,12.5,17,87,7325
267,Virginia Wesleyan College,Yes,1470,900,287,20,49,1130,417,10900,5100,500,550,70,81,15.7,14,68,7804
268,University of Minnesota Twin Cities,No,11054,6397,3524,26,55,16502,21836,8949,3744,714,2910,88,90,12.2,37,45,16122
269,College of Saint Catherine,Yes,511,411,186,23,51,1692,562,12224,4440,450,1000,63,87,11.5,32,77,7315
270,University of Washington,No,12749,7025,3343,40,81,20356,4582,8199,4218,708,2172,96,94,9,10,65,16527
271,Ohio Wesleyan University,Yes,2190,1700,458,36,65,1780,48,16732,5650,550,550,93,93,12.1,32,75,12011
272,Huron University,Yes,600,197,124,3,9,392,69,7260,3090,600,1840,31,35,12.9,4,21,9249
273,Randolph-Macon Woman's College,Yes,696,616,169,35,66,653,56,13970,6110,370,920,88,97,9.2,24,68,16358
274,George Mason University,No,5653,4326,1727,17,29,9528,3822,10800,4840,580,1050,93,96,19.3,7,46,6751
275,Lycoming College,Yes,1286,1005,363,16,37,1363,74,13900,4300,500,900,75,81,14,32,72,8024
276,Purdue University at West Lafayette,No,21804,18744,5874,29,60,26213,4065,9556,3990,570,1060,86,86,18.2,15,67,8604
277,Saint John's University,Yes,933,800,444,18,45,1691,72,12247,4081,500,600,76,85,12,38,70,9853
278,Wingate College,Yes,1239,1017,383,10,34,1207,157,7820,3400,550,1550,69,81,13.9,8,91,7264
279,Williams College,Yes,4186,1245,526,81,96,1988,29,19629,5790,500,1200,94,99,9,64,99,22014
280,Eastern Mennonite College,Yes,486,440,227,19,48,903,59,9650,3800,600,1300,46,65,11.4,29,82,10188
281,Guilford College,Yes,1202,1054,326,18,44,1410,299,13404,5160,450,1050,78,86,15.6,30,65,9114
282,Trinity University,Yes,2425,1818,601,62,93,2110,95,12240,5150,500,490,94,96,9.6,20,93,14703
283,Alfred University,Yes,1732,1425,472,37,75,1830,110,16548,5406,500,600,82,88,11.3,31,73,10932
284,University of Illinois - Urbana,No,14939,11652,5705,52,88,25422,911,7560,4574,500,1982,87,90,17.4,13,81,8559
285,College of St. Joseph,Yes,141,118,55,12,21,201,173,8300,4850,450,1300,53,53,9.5,19,76,6936
286,Gordon College,Yes,674,565,282,25,54,1151,39,12200,4070,400,1200,73,82,14.2,32,66,9226
287,Hampton University,Yes,7178,3755,1433,25,63,4623,740,7161,3518,600,2000,60,64,14,9,70,6791
288,Columbia University,Yes,6756,1930,871,78,96,3376,55,18624,6664,550,300,97,98,5.9,21,99,30639
289,Piedmont College,Yes,663,562,127,20,40,641,63,5640,3620,600,750,89,89,13.2,17,31,7309
290,Stevens Institute of Technology,Yes,1768,1249,380,51,93,1263,11,16900,5680,450,750,89,89,19,33,79,12837
291,Freed-Hardeman University,Yes,895,548,314,20,54,1174,50,5500,3340,600,1600,68,76,16.1,13,62,6078
292,Occidental College,Yes,2324,1319,370,52,81,1686,35,16560,5140,558,1152,91,93,10.5,30,79,16196
293,SUNY College at Buffalo,No,5318,3515,1025,8,29,7626,2091,6550,4040,550,1230,71,78,18.7,12,42,7511
294,Amherst College,Yes,4302,992,418,83,96,1593,5,19760,5300,660,1598,93,98,8.4,63,100,21424
295,Concordia University,Yes,528,403,186,22,56,1168,145,9216,4191,400,1000,56,64,12.1,13,75,7309
296,William Jewell College,Yes,663,547,315,32,67,1279,75,10060,2970,500,2600,74,80,11.2,19,59,7885
297,Simpson College,Yes,1016,872,300,27,57,1116,602,11250,4980,550,1400,66,73,15.8,36,70,7411
298,Drake University,Yes,2799,2573,839,34,65,3322,726,13420,4770,560,1675,88,93,15,24,77,9473
299,Wittenberg University,Yes,1979,1739,575,42,68,1980,144,15948,4404,400,800,82,95,12.8,29,78,10414
300,SUNY at Albany,No,13528,9198,1843,16,61,10168,1231,6550,4355,700,1560,93,96,17.4,16,74,9075
301,Davidson College,Yes,2373,956,452,77,96,1601,6,17295,5070,600,1011,95,97,12,46,94,17581
302,SUNY College at New Paltz,No,8399,3609,656,19,53,4658,1478,6550,4240,550,1500,85,93,15.3,8,53,6608
303,Agnes Scott College,Yes,417,349,137,60,89,510,63,12960,5450,450,875,92,97,7.7,37,59,19016
304,University of Evansville,Yes,2096,1626,694,35,67,2551,407,11800,4340,700,960,60,81,15.8,26,77,7780
305,University of Wisconsin at Madison,No,14901,10932,4631,36,80,23945,2200,9096,4290,535,1545,93,96,11.5,20,72,11006
306,Bentley College,Yes,3466,2330,640,20,60,3095,1533,13800,5510,630,850,87,87,17.5,20,82,10941
307,University of Rochester,Yes,8766,5498,1243,56,75,5071,438,17840,6582,500,882,93,99,5.9,23,80,26037
308,SUNY College at Potsdam,No,3150,2289,650,16,51,3598,234,6840,4660,500,1000,71,75,15.1,17,59,6436
309,Louisiana College,Yes,2013,1053,212,33,61,912,158,5150,3036,500,1655,64,74,10.5,11,59,7547
310,Stetson University,Yes,1557,1227,489,37,69,1964,81,12315,4565,600,1365,85,90,12.5,24,73,10307
311,Southwest State University,No,1047,938,511,13,33,2091,546,4285,2750,600,1800,58,75,16.5,31,51,6591
312,Eastern Mennonite College,Yes,486,440,227,19,48,903,59,9650,3800,600,1300,46,65,11.4,29,82,10188
313,St. Bonaventure University,Yes,1489,1313,375,13,45,1688,131,10456,4927,500,1050,91,91,17.7,32,78,9828
314,University of Tulsa,Yes,1712,1557,696,41,68,2936,433,11750,4160,1200,2350,94,96,11.5,10,47,11743
315,Waynesburg College,Yes,1190,978,324,12,30,1280,61,8840,3620,500,1200,57,58,16.2,26,63,6563
316,Hanover College,Yes,1006,837,317,33,65,1024,15,8200,3485,500,1200,84,84,10.6,26,64,9248
317,Transylvania University,Yes,759,729,244,57,81,867,51,10900,4450,500,1000,81,91,12.1,41,70,10219
318,Lynchburg College,Yes,1756,1500,366,3,21,1524,280,12450,5400,450,870,62,66,12.4,24,70,8832
319,Furman University,Yes,2161,1951,685,56,82,2371,175,13440,4048,600,1250,92,95,13.5,28,82,12940
320,Indiana Wesleyan University,Yes,735,423,366,20,48,2448,707,9210,3782,700,1000,49,51,39.8,15,34,6562
321,Appalachian State University,No,7313,4664,1910,20,63,9940,1035,6806,2540,96,2000,83,96,18.3,14,70,5854
322,University of Texas at Austin,No,14752,9572,5329,48,85,30017,5189,5130,3309,650,3140,91,99,19.7,11,65,7837
323,Winthrop University,No,2320,1805,769,24,61,3395,670,6400,3392,580,2150,71,80,12.8,26,59,6729
324,University of Wisconsin-Whitewater,No,4400,3719,1472,12,38,7804,1552,6950,2500,300,1200,90,95,23.1,16,67,5559
325,Mercer University,Yes,2286,1668,564,37,70,2943,1260,11985,4081,400,1500,93,95,9.2,15,91,8995
326,University of Miami,Yes,7122,5386,1643,42,69,7760,876,16500,6526,630,1985,82,94,5.9,17,59,17500
327,Salem-Teikyo University,Yes,489,384,120,23,52,700,45,10575,3952,400,620,46,24,13,9,98,8946
328,Judson College,Yes,313,228,137,10,30,552,67,9414,4554,500,1700,34,55,10.6,30,56,7840
329,Union College NY,Yes,3495,1712,528,49,84,1915,123,18732,6204,450,1024,94,96,11.5,49,88,15411
330,Husson College,Yes,723,652,361,10,30,951,706,7800,4000,350,1500,36,44,22,4,84,4923
331,Mississippi University for Women,No,480,405,380,19,46,1673,1014,4386,2217,600,1500,49,54,15.8,8,63,5704
332,College of Notre Dame of Maryland,Yes,457,356,177,35,61,667,1983,11180,5620,600,700,64,64,11.5,32,75,7477
333,University of North Carolina at Greensboro,No,5191,4134,1500,15,44,7532,1847,8677,3505,600,1300,75,94,15.5,17,53,7392
334,Indiana University at Bloomington,No,16587,13243,5873,25,72,24763,2717,9766,3990,600,2000,77,88,21.3,24,68,8686
335,Stetson University,Yes,1557,1227,489,37,69,1964,81,12315,4565,600,1365,85,90,12.5,24,73,10307
336,Vassar College,Yes,3550,1877,653,53,87,2164,77,18920,5950,600,800,90,98,9.7,39,90,17089
337,College of the Holy Cross,Yes,2994,1691,659,70,95,2675,22,18000,6300,400,900,92,96,11.3,55,95,12138
338,Warren Wilson College,Yes,440,311,112,25,49,466,7,10000,3052,400,1100,65,75,11.4,20,63,9430
339,Loyola University,Yes,1891,1698,719,24,80,2740,761,11100,5870,600,750,77,88,11.7,14,53,9456
340,Salisbury State University,No,4216,2290,736,20,52,4296,1027,5130,4690,600,1450,73,75,17.9,18,56,5125
341,Marshall University,Yes,4226,3666,2007,14,60,7703,2339,5094,4010,700,1560,77,86,16.6,10,50,6203
342,Bard College,Yes,1910,838,285,50,85,1004,15,19264,6206,750,750,98,98,10.4,30,79,13894
343,Saint Xavier University,Yes,785,647,295,15,65,1670,726,10860,4624,600,794,87,100,13.7,15,55,8953
344,Rivier College,Yes,484,386,141,6,28,590,1196,9870,4860,600,1100,59,59,12.2,19,81,6744
345,Center for Creative Studies,Yes,601,396,203,1,20,525,323,11230,6643,2340,620,8,58,6.8,4,47,13025
346,University of Maryland at Baltimore County,No,4269,2594,985,27,57,6476,2592,8594,4408,494,2768,82,88,18.4,6,55,7618
347,Emporia State University,No,1256,1256,853,43,79,3957,588,5401,3144,450,1888,72,75,19.3,4,50,5527
348,Elon College,Yes,3624,2786,858,11,39,2933,334,9100,3883,490,1777,70,74,18.9,34,63,6329
349,University of Mobile,Yes,452,331,269,17,54,1417,301,6150,3680,550,1200,59,63,16.6,4,52,5412
350,Oklahoma Christian University,Yes,776,765,351,22,44,1419,228,6400,3150,500,1900,58,64,16.2,8,45,6578
351,Dominican College of Blauvelt,Yes,360,329,108,4,19,756,863,8310,5500,600,1800,43,43,12.7,5,54,5480
352,Mercyhurst College,Yes,1557,1074,397,15,40,1805,433,9813,4050,425,1000,45,63,16.7,29,78,7307
353,Barnard College,Yes,2496,1402,531,53,95,2121,69,17926,8124,600,850,83,93,10.3,33,91,12580
354,Marymount Manhattan College,Yes,695,535,239,21,30,988,785,10200,7000,350,1100,63,76,11.7,20,68,10622
355,Brewton-Parker College,Yes,1436,1228,1202,10,26,1320,822,4371,2370,500,2000,62,62,12.6,10,18,4900
356,Clarkson University,Yes,2174,1953,557,35,68,2332,53,15960,5580,700,1300,95,95,15.8,32,77,11659
357,University of Central Florida,No,6986,2959,1918,25,60,12330,7152,6618,4234,700,1600,80,98,22.2,9,46,6742
358,Jersey City State College,No,2957,1423,691,10,30,3817,1394,3946,4800,400,1500,63,67,14.9,10,26,8367
359,Albion College,Yes,1899,1720,489,37,68,1594,32,13868,4826,450,850,89,100,13.7,37,73,11487
360,University of Northern Colorado,No,5530,4007,1697,12,37,8463,1498,7731,4128,540,2286,75,75,21.5,8,40,6309
361,Murray State University,No,2225,1910,1190,29,55,5968,955,4738,3110,700,940,72,76,20.2,27,52,5972
362,Wagner College,Yes,1416,1015,417,10,44,1324,117,13500,5800,585,1700,67,78,13.2,23,75,9006
363,Wesley College,Yes,980,807,350,10,25,872,448,9890,4674,500,1350,52,57,14.4,15,84,6243
364,College of St. Scholastica,Yes,672,596,278,29,60,1350,275,11844,3696,450,1146,54,76,11.6,33,72,8996
365,Bowling Green State University,No,9251,7333,3076,14,45,13699,1213,7452,3352,600,1700,81,89,21.1,14,67,6918
366,Saint Anselm College,Yes,2095,1553,514,15,40,1873,94,12950,5400,450,1120,70,82,14.5,29,97,6719
367,Tusculum College,Yes,626,372,145,12,34,983,40,7700,3400,450,800,70,70,21.9,28,52,4933
368,Western New England College,Yes,1650,1471,409,7,21,1803,1116,8994,5500,498,2065,74,97,15.4,15,59,8409
369,Hood College,Yes,699,565,176,36,64,710,399,13960,6040,450,690,82,88,14.4,34,72,12434
370,University of Northern Colorado,No,5530,4007,1697,12,37,8463,1498,7731,4128,540,2286,75,75,21.5,8,40,6309
371,College of Saint Elizabeth,Yes,444,359,122,34,53,493,968,10900,5250,380,1000,68,70,11.4,23,78,9447
372,Albright College,Yes,1038,839,227,30,63,973,306,15595,4400,300,500,79,84,11.3,23,80,11644
373,College of St. Joseph,Yes,141,118,55,12,21,201,173,8300,4850,450,1300,53,53,9.5,19,76,6936
374,Knox College,Yes,1040,845,286,48,77,967,24,15747,4062,400,800,88,95,12.7,33,79,13224
375,The Citadel,No,1500,1242,611,12,36,2024,292,7070,2439,400,779,95,94,17.1,17,84,7744
376,Wayne State College,No,1373,1373,724,6,21,2754,474,2700,2660,540,1660,60,68,20.3,29,52,4550
377,Buena Vista College,Yes,860,688,285,32,70,1928,442,13306,3797,450,950,62,69,8.8,10,78,6333
378,Eastern Nazarene College,Yes,516,409,200,17,40,1238,30,8770,3500,450,700,58,58,17.3,17,70,6430
379,University of Virginia,No,15849,5384,2678,74,95,11278,114,12212,3792,500,1000,90,92,9.5,22,95,13597
380,St. Paul's College,Yes,651,581,243,8,17,617,34,5000,3650,600,600,45,45,14,8,45,8426
381,Baylor University,Yes,6075,5349,2367,34,66,9919,484,6450,3920,600,1346,71,76,18.5,38,72,7503
382,West Virginia Wesleyan College,Yes,1566,1400,483,28,55,1509,170,14200,3775,450,1100,58,81,16.4,42,67,8080
383,Rockhurst College,Yes,935,858,345,22,50,1127,754,9490,4100,500,1500,60,79,10.7,21,79,7519
384,Seattle Pacific University,Yes,1183,1016,411,42,82,1922,704,12669,4875,600,1250,83,85,16.8,20,66,10368
385,South Dakota State University,No,2807,2589,1701,13,37,7000,1103,3811,2190,500,1970,62,65,15,29,67,5084
386,Oglethorpe University,Yes,792,649,186,56,87,769,377,12900,4340,600,4110,91,95,13.1,27,67,8568
387,University of Montevallo,No,1351,892,570,18,78,2385,331,4440,3030,300,600,72,72,18.9,8,51,5883
388,Clark University,Yes,2887,2059,457,30,61,1928,296,17500,4200,500,950,94,95,10.5,35,79,11951
389,Georgia Institute of Technology,No,7837,4527,2276,89,99,8528,654,6489,4438,795,1164,92,92,19.3,33,70,11271
390,William Woods University,Yes,469,435,227,17,39,851,120,10535,4365,550,3700,39,66,12.9,16,52,7438
391,Stephens College,Yes,450,405,194,17,34,614,388,13900,5200,450,2150,46,63,10.9,17,59,9995
392,Clemson University,No,8065,5257,2301,37,65,11755,770,8116,3610,800,1618,82,88,18,17,73,7597
393,Center for Creative Studies,Yes,601,396,203,1,20,525,323,11230,6643,2340,620,8,58,6.8,4,47,13025
394,Clark University,Yes,2887,2059,457,30,61,1928,296,17500,4200,500,950,94,95,10.5,35,79,11951
395,Salisbury State University,No,4216,2290,736,20,52,4296,1027,5130,4690,600,1450,73,75,17.9,18,56,5125
396,Saint Cloud State University,No,3971,3306,1921,10,34,11493,2206,4259,2625,350,1884,70,75,18.9,10,58,4629
397,College of Mount St. Joseph,Yes,798,620,238,14,41,1165,1232,9800,4430,400,1150,46,46,11.1,35,100,6889
398,La Salle University,Yes,2929,1834,622,20,56,2738,1662,12600,5610,450,3160,90,90,15.1,9,84,9084
399,University of Florida,No,12445,8836,3623,54,85,24470,3286,7090,4180,630,1530,88,97,13.4,20,66,14737
400,Arizona State University Main campus,No,12809,10308,3761,24,49,22593,7585,7434,4850,700,2100,88,93,18.9,5,48,4602
401,Webber College,Yes,280,143,79,5,27,327,110,5590,2900,650,1952,53,63,15.1,4,90,4839
402,Hampton University,Yes,7178,3755,1433,25,63,4623,740,7161,3518,600,2000,60,64,14,9,70,6791
403,University of Evansville,Yes,2096,1626,694,35,67,2551,407,11800,4340,700,960,60,81,15.8,26,77,7780
404,Pepperdine University,Yes,3821,2037,680,86,96,2488,625,18200,6770,500,700,95,98,11.6,13,66,16185
405,Guilford College,Yes,1202,1054,326,18,44,1410,299,13404,5160,450,1050,78,86,15.6,30,65,9114
406,Auburn University-Main Campus,No,7548,6791,3070,25,57,16262,1716,6300,3933,600,1908,85,91,16.7,18,69,6642
407,Western State College of Colorado,No,2702,1623,604,7,24,2315,146,5918,3755,500,2050,76,79,19.4,4,52,4599
408,University of Cincinnati,No,6855,5553,2408,26,57,11036,2011,8907,4697,556,1851,89,95,10.8,6,54,13889
409,SUNY College at Cortland,No,7888,3519,1036,6,40,5011,346,6550,4680,630,1274,82,85,17.8,17,53,5563
410,Erskine College,Yes,659,557,167,47,74,532,35,10485,3840,475,1246,76,80,13.5,47,67,7527
411,Arizona State University Main campus,No,12809,10308,3761,24,49,22593,7585,7434,4850,700,2100,88,93,18.9,5,48,4602
412,Bucknell University,Yes,6548,3813,862,49,85,3316,31,18550,4750,800,1200,95,97,14.2,36,93,13675
413,Dowling College,Yes,1011,829,410,9,33,1059,2458,9000,3100,450,1413,77,78,12.4,7,42,11178
414,Monmouth College,Yes,2707,1881,478,14,34,1893,847,12480,5290,530,1740,70,85,14.2,15,54,9492
415,Loyola University Chicago,Yes,3579,2959,868,25,55,5244,3417,11500,5330,700,2000,94,95,6.2,15,65,13009
416,Iowa State University,No,8427,7424,3441,26,59,18676,1715,7550,3224,640,2055,81,88,19.2,22,65,8420
417,Green Mountain College,Yes,780,628,198,7,20,545,42,11750,2700,400,850,77,83,14,24,76,6475
418,York College of Pennsylvania,Yes,2989,1855,691,28,63,2988,1726,4990,3560,500,1250,75,75,18.1,28,99,4509
419,Muskingum College,Yes,1109,922,375,24,46,1115,70,13240,3914,600,800,73,85,13.4,27,73,9333
420,Alverno College,Yes,494,313,157,23,46,1317,1235,8352,3640,650,2449,36,69,11.1,26,55,8127
421,Bryn Mawr College,Yes,1465,810,313,71,95,1088,16,18165,6750,500,1200,100,100,12.3,49,89,17449
422,Green Mountain College,Yes,780,628,198,7,20,545,42,11750,2700,400,850,77,83,14,24,76,6475
423,University of Vermont,No,7663,6008,1735,18,51,7353,1674,15516,4928,500,990,87,90,9.9,10,79,12646
424,St. Norbert College,Yes,1334,1243,568,30,56,1946,95,12140,4450,425,1100,74,78,15.1,36,88,8595
425,Dowling College,Yes,1011,829,410,9,33,1059,2458,9000,3100,450,1413,77,78,12.4,7,42,11178
426,SUNY College at Buffalo,No,5318,3515,1025,8,29,7626,2091,6550,4040,550,1230,71,78,18.7,12,42,7511
427,Lewis and Clark College,Yes,2774,2092,482,35,64,1763,59,15800,4790,450,950,97,98,12.3,21,69,12999
428,University of the Arts,Yes,974,704,290,5,22,1145,39,12520,3860,1300,700,16,59,7.5,9,57,11641
429,Columbia University,Yes,6756,1930,871,78,96,3376,55,18624,6664,550,300,97,98,5.9,21,99,30639
430,Saint Mary's College,Yes,888,734,393,26,60,1433,27,12730,4514,500,1525,74,95,9.9,31,98,11165
431,Furman University,Yes,2161,1951,685,56,82,2371,175,13440,4048,600,1250,92,95,13.5,28,82,12940
432,University of San Diego,Yes,3934,2735,886,40,70,3698,217,13600,5940,630,1820,93,96,15.6,13,66,10813
433,Saint Louis University,Yes,3294,2855,956,44,67,4576,1140,11690,4730,800,6800,84,94,4.6,19,67,18367
434,Maryville University,Yes,549,397,169,26,51,1343,1751,9250,4550,425,1350,52,58,13.1,13,61,5925
435,Cumberland College,Yes,995,789,398,26,47,1306,122,6230,3526,400,600,42,44,13,4,63,8189
436,Wheeling Jesuit College,Yes,903,755,213,15,49,971,305,10500,4545,600,600,66,71,14.1,27,72,7494
437,Milwaukee School of Engineering,Yes,1217,1088,496,36,69,1773,884,11505,3255,1000,2075,35,46,16.7,23,67,7140
438,Emory University,Yes,8506,4168,1236,76,97,5544,192,17600,6000,600,870,97,98,5,28,96,28457
439,Incarnate Word College,Yes,1163,927,386,16,49,1685,556,8840,4689,750,2775,67,69,11.4,21,95,6095
440,Polytechnic University,Yes,1132,847,302,58,89,1379,214,16200,4200,436,2486,90,90,10.4,14,62,14329
441,Dickinson College,Yes,3014,2539,487,31,68,1889,62,18700,5000,595,1250,87,94,11.2,39,87,13861
442,Bard College,Yes,1910,838,285,50,85,1004,15,19264,6206,750,750,98,98,10.4,30,79,13894
443,Boston University,Yes,20192,13007,3810,45,80,14971,3113,18420,6810,475,1025,80,81,11.9,16,72,16836
444,SUNY College at Buffalo,No,5318,3515,1025,8,29,7626,2091,6550,4040,550,1230,71,78,18.7,12,42,7511
445,Clemson University,No,8065,5257,2301,37,65,11755,770,8116,3610,800,1618,82,88,18,17,73,7597
446,University of the South,Yes,1445,966,326,46,83,1129,24,15350,4080,450,810,89,93,10.3,52,82,18784
